introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145596.1:24539981-24540044,23.92,96.11,14.94,42.14,LOC594321,helicase with zinc finger domain 2,66424,63,0.09484523666144766,NW_022145596.1:24492472-24558896,ECB-GENEPAGE-23047538,"Sp-Zc3hna_2|Sp-Helz_2|Sp-Helz2L2|zinc finger CCCH-type containing 7B|Sp-Zc3h7b|zinc finger CCCH type containing 7B-like|Sp-Zc3h7bL|helicase with zinc finger 2, transcriptional coactivator-like|SPU_027847|SPU_021539|SPU_006567|SPU_022690|SPU_021992|zinc finger CCCH-type containing 7A-2",partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:24767238-24768068,24.32,31.94,11.25,6.48,LOC100892135,uncharacterized LOC100892135,4643,830,17.876373034675854,NW_022145607.1:24763854-24768497,ECB-GENEPAGE-23126694,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145614.1:10987690-10987793,54.06,91.72,31.4,87.4,LOC582728,proton-coupled folate transporter,12341,103,0.8346163195851228,NW_022145614.1:10982113-10994454,ECB-GENEPAGE-23183825,Sp-Slc46a1L_8| solute carrier family 46 member 1-like-8|SPU_025146,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:7939448-7939465,44.18,41.35,25.29,56.29,LOC586258,"troponin T, cardiac muscle isoforms",13535,17,0.12560029553010713,NW_022145603.1:7930996-7944531,ECB-GENEPAGE-23093025,SPU_010640,partially curated,n/a,"GO:0005861,GO:0006937",n/a,n/a
NW-022145603.1:20375272-20375307,75.4,30.46,14.86,31.26,LOC580322,LDL receptor related protein 4,32092,35,0.10906144833603391,NW_022145603.1:20374064-20406156,ECB-GENEPAGE-23095307,lrp4|LOC580322|Sp-Lrp4_6|SPU_014983|low density lipoprotein receptor-related protein 4-like-6|Sp-Lrp4|SPU_012372|low density lipoprotein receptor-related protein 4|SPU_016977|SPU_018689|low-density lipoprotein receptor-related protein 4|LOC110975383,curated,n/a,n/a,n/a,n/a
NW-022145600.1:4932759-4932831,45.08,67.47,17.89,86.5,LOC593111,solute carrier family 10 member 6,35682,72,0.20178241129981506,NW_022145600.1:4926884-4962566,ECB-GENEPAGE-23073152,"Sp-Soat_1|Ileal sodium/bile acid cotransporter| Sp-slc10a6 | solute carrier family 10 (sodium/bile acid cotransporter), member 6|SPU_016595|solute carrier family 10 member 6|sodium-dependent organic anion transporter|LOC593111",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_InorganicIon,Metabolism_InorganicIon"
NW-022145602.1:11050979-11051036,90.81,55.04,20.33,33.53,LOC579853,missing,194299,57,0.02933622921373759,NW_022145602.1:11046623-11240922,ECB-GENEPAGE-23089171,Sp-Egf/Ty|SPU_012001|Sp-EchnL_14|SPU_018709|echinonectin-like-14|Sp-Echn41|SPU_025282|Sp-Egfia|SPU_023847|fibropellin Ia|echinonectin-41|SPU_025281|SPU_017457|Sp-Dmbt1|SPU_001449|deleted in malignant brain tumors 1,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMFibropellin,Adhesion_ECMFibropellin"
NW-022145594.1:45706745-45706894,33.79,37.35,9.99,51.52,LOC100892040,missing,11233,149,1.326448856049141,NW_022145594.1:45700290-45711523,ECB-GENEPAGE-23185215,hypothetical protein-951; telomerase-associated protein 1-like|SPU_019913|hypothetical protein-951|telomerase-associated protein 1-like|Sp-Grp94|SPU_020452|Glucose regulated protein|Sp-Hypp_951|SPU_016521|SPU_007544,partially curated,n/a,n/a,n/a,"CalciumToolkit,CalciumToolkit,CalciumToolkit"
NW-022145596.1:13026475-13026478,37.67,34.33,16.67,56.33,LOC580453,FAT atypical cadherin 4,41636,3,0.00720530310308387,NW_022145596.1:13017338-13058974,ECB-GENEPAGE-23045476,LOC580453|SPU_001454|Sp-Fat|Sp-FatL2|SPU_009073|protocadherin Fat 4|LOC110979822,curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorCadherin,Adhesion_ReceptorCadherin|Adhesion,Adhesion_ReceptorCadherin,Adhesion_ReceptorCadherin"
NW-022145612.1:2370177-2370185,15.62,66.88,14.75,60.0,LOC548615,histidine decarboxylase,44863,8,0.017832066513608098,NW_022145612.1:2343302-2388165,ECB-GENEPAGE-23156825,LOC548615|Sp-Hdc_3|Sp-Hdc_2|Histidine decarboxylase|Sp-Hdc|HDC|SPU_010021|SPU_006630|SPU_025052|LOC110987761,curated,n/a,n/a,n/a,"Nervous,Nervous_NeurotransmitterRelated,Nervous_NeurotransmitterRelated"
NW-022145609.1:38786566-38787376,25.94,65.12,9.81,17.81,LOC586158,FGGY carbohydrate kinase domain containing,18655,810,4.341999463950684,NW_022145609.1:38783803-38802458,ECB-GENEPAGE-23138126,LOC586158|Sp-Fggy|SPU_023414|FGGY carbohydrate kinase domain containing|sugar kinase|FGGY carbohydrate kinase domain-containing protein|LOC110989637,curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145611.1:7441951-7441982,40.81,41.55,16.52,88.35,LOC100889887,uncharacterized LOC100889887,8521,31,0.3638070648984861,NW_022145611.1:7440599-7449120,ECB-GENEPAGE-23147095,SPU_010803,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:27717368-27718171,24.13,41.14,6.55,34.41,LOC590444,citrate synthase,19510,803,4.115838031778575,NW_022145604.1:27712863-27732373,ECB-GENEPAGE-23103527,"LOC590444|Sp-Cs| Citrate synthase, mitochondrial precursor|SPU_024102|citrate synthase, mitochondrial|LOC110984224",curated,n/a,n/a,n/a,"Metabolism,Metabolism_Energy,Metabolism_Energy"
NW-022145611.1:30806612-30806673,30.72,54.36,12.31,63.57,LOC577575,pleckstrin homology domain-containing family H member 1,65681,61,0.09287312921545043,NW_022145611.1:30800643-30866324,ECB-GENEPAGE-23152716,Sp-My10f|SPU_012661|Sp-My10f_1|SPU_018982|SPU_018983|Sp-Hypp_2044|SPU_012660|hypothetical protein-2044|plekhh2|LOC110979222,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:34107418-34108218,43.04,43.76,12.28,33.09,LOC100887998,serine/arginine repetitive matrix protein 2,38161,800,2.0963811220879958,NW_022145600.1:34077426-34115587,ECB-GENEPAGE-23078887,Sp-Alms1L|SPU_000501|Alstrom syndrome 1-like|LOC110979943,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:6037437-6038234,19.44,21.65,13.34,26.32,LOC764376,probable GPI-anchored adhesin-like protein PGA55,44530,797,1.7898046260947678,NW_022145605.1:6034066-6078596,ECB-GENEPAGE-23105779,Sp-PolypL_10|SPU_016580|polyprotein-like-10|Sp-Hypp_1077|SPU_023212|hypothetical protein-1077|LOC110980739,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:14770504-14771200,26.04,69.22,16.28,35.59,LOC592288,SCY1 like pseudokinase 3,15815,696,4.400885235535883,NW_022145610.1:14766238-14782053,ECB-GENEPAGE-23141249,LOC592288|SCY1-like 3|Sp-Scyl3|SPU_013433|SPU_008923|protein-associating with the carboxyl-terminal domain of ezrin|LOC110987680,curated,n/a,n/a,n/a,"Kinase,Kinase_Other,Kinase_Other"
NW-022145613.1:15090646-15090835,15.43,37.61,8.61,37.23,LOC754769,twitchin,127369,189,0.14838775526226947,NW_022145613.1:15024522-15151891,ECB-GENEPAGE-23175636,bent(bt)-like|projectin-like|Sp-ProjL| unc-22-like|SPU_013917|unc-22 (twitchin)-like|LOC110979570,partially curated,n/a,n/a,n/a,"Kinase,Kinase_CAMK,Kinase_CAMK"
NW-022145610.1:14256188-14256982,33.37,32.53,24.31,12.68,LOC100889158,uncharacterized LOC100889158,31071,794,2.5554375462650056,NW_022145610.1:14236637-14267708,ECB-GENEPAGE-23141115,SPU_002703|SPU_002702|Sp-Egfia_6|SPU_012406|fibropellin Ia-6,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMFibropellin,Adhesion_ECMFibropellin"
NW-022145609.1:6580616-6580656,41.55,63.7,23.57,59.88,LOC579362,ATP-dependent DNA/RNA helicase DHX36,23336,40,0.17140898183064793,NW_022145609.1:6577565-6600901,ECB-GENEPAGE-23131668,Sp-Dhx36_2| DEAH (Asp-Glu-Ala-His) box polypeptide 36|SPU_027440,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:18506098-18506890,34.91,42.18,16.49,30.35,LOC100891820,calpain small subunit 1,12828,792,6.17399438727783,NW_022145605.1:18503486-18516314,ECB-GENEPAGE-23108959,SPU_018052,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:19269815-19270607,26.25,66.82,16.2,28.98,LOC105443446,uncharacterized LOC105443446,2292,792,34.55497382198953,NW_022145609.1:19268996-19271288,ECB-GENEPAGE-23134107,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:6365833-6365852,49.53,57.26,18.53,70.26,LOC105445642,uncharacterized LOC105445642,2984,19,0.6367292225201072,NW_022145610.1:6363979-6366963,ECB-GENEPAGE-23139822,hypothetical protein-2751; ring finger protein 26-like|Sp-Hypp_2751|SPU_024743|hypothetical protein-2751|ring finger protein 26-like,partially curated,n/a,n/a,KEGG:spu:105445642,n/a
NW-022145606.1:2745370-2745468,63.23,56.41,15.42,73.46,LOC100891602,uncharacterized LOC100891602,5932,98,1.6520566419420093,NW_022145606.1:2743087-2749019,ECB-GENEPAGE-23114596,Sp-Hypp_306|SPU_000551|hypothetical protein-306,partially curated,n/a,n/a,KEGG:spu:100891602,n/a
NW-022145610.1:22532486-22532529,39.16,51.42,31.42,15.33,LOC100892785,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",48110,43,0.0893785075867803,NW_022145610.1:22515309-22563419,ECB-GENEPAGE-23142876,Sp-Csmd3L|SPU_005941|CUB and Sushi multiple domains 3-like,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:6829922-6830705,27.96,34.47,18.24,32.72,LOC105443126,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,8521,783,9.189062316629503,NW_022145600.1:6825291-6833812,ECB-GENEPAGE-23073546,Sp-Lhpp|phospholysine phosphohistidine inorganic pyrophosphate phosphatase|Sp-Lhpp_1|SPU_019004|SPU_019005|LOC105443126|LOC110973856,curated,n/a,"GO:0016311,GO:0016791",n/a,n/a
NW-022145613.1:11772587-11773368,25.41,23.81,12.2,25.9,LOC100894061,probable threonine protease PRSS50,29482,781,2.6490740112611086,NW_022145613.1:11763395-11792877,ECB-GENEPAGE-23174883,"Sp-Tmprss6L|SPU_003769|transmembrane protease|serine 6-like; low density lipoprotein-related protein 1B (deleted in tumors)-like|transmembrane protease, serine 6-like|low density lipoprotein-related protein 1B (deleted in tumors)-like|LOC110985743",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145606.1:31938632-31938752,33.35,31.18,19.91,28.09,LOC755757,transient receptor potential cation channel subfamily A member 1 homolog,27911,50,0.17914084052882376,NW_022145606.1:31938702-31966613,ECB-GENEPAGE-23119233,"Sp-Unc44_271| ankyrin2,3/unc44-208|Sp-Unc44_208| ankyrin2,3/unc44-271 |SPU_025258|SPU_005972|SPU_003178",partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:12149930-12150707,19.04,21.15,10.25,18.0,LOC578976,tRNA splicing endonuclease subunit 2,16287,777,4.770675999263216,NW_022145613.1:12141058-12157345,ECB-GENEPAGE-23174988,Sp-Tsen2|SPU_010978|SPU_018024|tRNA splicing endonuclease 2 homolog|LOC578976|tRNA-splicing endonuclease subunit Sen2|LOC110975277,curated,n/a,n/a,n/a,n/a
NW-022145611.1:22074822-22074887,66.58,64.05,10.45,80.26,LOC115929676,uncharacterized LOC115929676,27359,65,0.2375817829599035,NW_022145611.1:22072185-22099544,ECB-GENEPAGE-23150565,SPU_027166,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:27018807-27019581,18.32,42.02,10.77,19.16,LOC763792,echinoidin,5106,774,15.158636897767334,NW_022145603.1:27018273-27023379,ECB-GENEPAGE-23096632,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:4437623-4437681,32.71,33.28,17.91,25.22,LOC578181,"beta-1,3-N-acetylglucosaminyltransferase radical fringe",34798,58,0.16667624576125065,NW_022145599.1:4406462-4441260,ECB-GENEPAGE-23064796,"O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase|fringe glycosyltransferase|Sp-Fng|Sp-Fringe| Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe |SPU_004621|Sp-Lfng|LOC110981883",partially curated,n/a,n/a,n/a,"Signaling,Signaling_Notch,Signaling_Notch"
NW-022145606.1:42242082-42242239,71.23,59.01,19.4,78.96,LOC100894122,galactosylceramide sulfotransferase-like,3829,157,4.100287281274484,NW_022145606.1:42240638-42244467,ECB-GENEPAGE-23120664,Sp-Gal3st1_10|SPU_018914|galactose-3-O-sulfotransferase 1-10|Sp-Gal3st1L_1|SPU_016366|galactose-3-O-sulfotransferase 1-like-1,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:31695573-31695644,73.11,51.13,16.2,52.65,LOC100892245,limbic system-associated membrane protein,46334,71,0.15323520524884532,NW_022145594.1:31661665-31707999,ECB-GENEPAGE-23032058,SPU_015903|Sp-LsampL_1|limbic system-associated membrane protein-like-1,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:2212902-2212951,34.29,62.2,18.49,77.61,LOC757247,macrophage mannose receptor 1,34052,49,0.14389756842476215,NW_022145612.1:2203484-2237536,ECB-GENEPAGE-23156807,Sp-ManrC1A|SPU_009885|MRC1|Mannose receptor C- type 1-like 1,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:24040467-24041233,16.62,33.99,5.05,16.68,LOC583944,lipase maturation factor 2,12759,766,6.003605298220864,NW_022145603.1:24035482-24048241,ECB-GENEPAGE-23095970,LOC583944|Sp-Lmf2_1|Sp-Lmf2|lipase maturation factor 2|SPU_027089|SPU_027088|LOC110978495,curated,n/a,n/a,n/a,n/a
NW-022145613.1:37889708-37889847,31.83,36.47,15.27,45.27,LOC589910,extracellular serine proteinase,7866,139,1.7670989066870073,NW_022145613.1:37888608-37896474,ECB-GENEPAGE-23180480,Sp-Serp|SPU_018236|SPU_007645|SPU_000528,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:15412588-15412628,48.75,45.18,25.15,48.45,LOC105438311,uncharacterized LOC105438311,4528,40,0.88339222614841,NW_022145613.1:15408783-15413311,ECB-GENEPAGE-23175738,Sp-Cub/So/Gpcr_1|SPU_022019,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7203435-7204193,67.84,65.94,22.56,69.23,LOC100890448,transmembrane protein 38A,6948,758,10.909614277489926,NW_022145609.1:7197542-7204490,ECB-GENEPAGE-23131780,LOC100890448|trimeric intracellular cation channel type 1B.1|Sp-Tmem38b|SPU_016639|transmembrane protein 38B|LOC110987243,curated,n/a,n/a,n/a,n/a
NW-022145607.1:23889804-23890557,40.37,45.49,15.67,51.61,LOC582916,uncharacterized LOC582916,16674,753,4.516012954300108,NW_022145607.1:23886571-23903245,ECB-GENEPAGE-23126528,Sp-Hypp_522|SPU_007597|hypothetical protein-522,partially curated,n/a,n/a,KEGG:spu:582916,n/a
NW-022145607.1:29260009-29260760,36.81,60.18,38.0,23.37,LOC105439014,uncharacterized LOC105439014,32274,751,2.326950486459689,NW_022145607.1:29233465-29265739,ECB-GENEPAGE-23127624,Sp-Endrvt44|Sp-Nlr63|Sp-Sox| NACHT and LRR containing protein 198 |Sp-Nlr198_1|NACHT and LRR contaning protein|SPU_000001|SPU_022828|SPU_015105|SPU_014193|endonuclease-reverse transcriptase-like-44,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145602.1:25998466-25998620,54.85,64.66,12.14,58.66,LOC753141,"proteasome 26S subunit, non-ATPase 13",16242,154,0.9481590937076715,NW_022145602.1:25982513-25998755,ECB-GENEPAGE-23091400,Sp-Psmd13|SPU_000759|proteasome 26S non-ATPase subunit 13 isoform 2|LOC753141|26S proteasome non-ATPase regulatory subunit 13|LOC110986813,curated,n/a,n/a,n/a,n/a
NW-022145596.1:14876779-14876900,43.57,19.31,17.74,40.72,LOC763027,phosphoglucomutase-2,18285,121,0.661744599398414,NW_022145596.1:14864511-14882796,ECB-GENEPAGE-23045963,SPU_028876|Sp-Pgm2l1|SPU_024573|Sp-Pgm|SPU_005207|phosphoglucomutase|PMMLP|Phosphoglucomutase 2-like 1|LOC110979809,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145606.1:43300680-43300791,33.72,81.83,16.11,32.16,LOC100891969,uncharacterized LOC100891969,7491,111,1.4817781337605127,NW_022145606.1:43296816-43304307,ECB-GENEPAGE-23120755,SPU_009626,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:30645108-30645852,31.29,33.49,9.98,39.71,LOC579472,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",13230,744,5.62358276643991,NW_022145600.1:30643342-30656572,ECB-GENEPAGE-23077957,Sp-Aadat_1|SPU_013046|KAT/AadAT|Kynurenine--oxoglutaratetransaminase II|Kynurenine aminotransferase II|Kynurenine--oxoglutarate aminotransferase II|2-aminoadipate transaminase|2-aminoadipate aminotransferase|Alpha-aminoadipate aminotransferase|AadAT|Kynurenine/alpha-aminoadipate aminotransferase mitochondrial precursor,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145602.1:5498493-5499237,5.97,37.44,20.03,22.24,LOC763160,uncharacterized LOC763160,18375,744,4.048979591836735,NW_022145602.1:5482415-5500790,ECB-GENEPAGE-23088011,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:7754339-7754367,66.04,96.25,21.82,70.29,LOC578750,cilia and flagella associated protein 47,46609,28,0.06007423458988607,NW_022145607.1:7710012-7756621,ECB-GENEPAGE-23123516,LOC578750|Sp-Cxorf30L|SPU_005322|human chromosome X open reading frame 30-like|Sp-Cxorf22L|SPU_016563|human chromosome X open reading frame 22-like|Sp-Cxorf30L_1|SPU_026704|human chromosome X open reading frame 30-like-1|cilia- and flagella-associated protein 47|LOC110978927,curated,n/a,n/a,n/a,n/a
NW-022145606.1:21920634-21920713,22.76,42.8,14.96,30.04,LOC100892350,thrombospondin type-1 domain-containing protein 7A,50803,79,0.155502627797571,NW_022145606.1:21909493-21960296,ECB-GENEPAGE-23117686,"Sp-Thsd7L2|thrombospondin type I domain containing 7A and 7B-like 2|SPU_007494|Sp-Thsd7b_2|SPU_025454|thrombospondin|type I|domain containing 7B-2; KIAA1679 protein-like|SPU_000434|thrombospondin, type I, domain containing 7B|Thsd7b|SPU_019739|LOC110984030",partially curated,n/a,n/a,n/a,n/a
NW-022145614.1:6904052-6904791,33.85,9.27,11.52,13.15,LOC594252,deoxynucleoside triphosphate triphosphohydrolase SAMHD1,16861,739,4.382895439179171,NW_022145614.1:6889295-6906156,ECB-GENEPAGE-23182719,SAM domain- and HD domain-containing protein 1 |Sp-Samhd1_2|SPU_002618,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:28713167-28713905,20.04,40.09,13.07,35.86,LOC373321,natriuretic peptide receptor 2,17574,738,4.199385455786958,NW_022145609.1:28698554-28716128,ECB-GENEPAGE-23136069,Sp-Guanc|Guanylate cyclase|LOC373321|SPU_024339,partially curated,n/a,"GO:0001653,GO:0004383,GO:0004672,GO:0005524,GO:0005525,GO:0005886,GO:0006182,GO:0006468,GO:0007165,GO:0007168,GO:0035556",KEGG:spu:373321,"Kinase,Kinase_RGC,Kinase_RGC"
NW-022145601.1:34071217-34071701,58.17,58.45,18.82,64.91,LOC105437673,serine-rich adhesin for platelets-like,12746,484,3.797269731680527,NW_022145601.1:34061527-34074273,ECB-GENEPAGE-23086508,Sp-Sea/Egf/Ccp|SPU_013829,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:35644972-35645707,12.5,91.74,16.81,50.19,LOC589087,uncharacterized LOC589087,23094,735,3.1826448428163157,NW_022145600.1:35631981-35655075,ECB-GENEPAGE-23079247,Sp-Echn1|SPU_019967|echinonectin 1|EGF-like repeats and discoidin I-like domains|Sp-Echn43|SPU_026843|echinonectin-43,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:36154534-36154829,24.02,42.79,17.14,44.64,LOC584206,leucine-rich repeat-containing protein 74B,48503,295,0.60820980145558,NW_022145605.1:36123859-36172362,ECB-GENEPAGE-23112994,Sp-Hypp_1464|SPU_003629|hypothetical protein-1464|human chromosome 14 open reading frame 166B-like|SPU_010977|LOC110982284,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:8319378-8320109,30.86,20.45,12.13,7.42,LOC576722,C2 calcium dependent domain containing 5,35026,731,2.0870210700622396,NW_022145598.1:8311806-8346832,ECB-GENEPAGE-23058374,Sp-Kiaa0528L|SPU_010222|KIAA0528-like|SPU_006949|KIAA0528 protein-like|Sp-Kiaa0528|SPU_017298|KIAA0528 protein|SPU_023352|LOC576722|C2 domain-containing protein 5|LOC110988606,curated,n/a,n/a,n/a,n/a
NW-022145609.1:16203384-16203394,49.9,54.5,19.5,76.3,LOC100890386,uncharacterized LOC100890386,41861,10,0.023888583645875636,NW_022145609.1:16188510-16230371,ECB-GENEPAGE-23133815,Sp-Fn3/Igf_25|SPU_028100,partially curated,n/a,n/a,n/a,n/a
NW-022145614.1:16081525-16082251,28.83,41.62,7.7,21.49,LOC576911,G protein subunit alpha o1,44149,726,1.6444313574486398,NW_022145614.1:16081238-16125387,ECB-GENEPAGE-23184803,Sp-Go|SPU_007553|go|G-alpha o|Gnao|Goa|LOC576911|guanine nucleotide-binding protein G(o) subunit alpha|LOC110988978,curated,n/a,"GO:0003924,GO:0005525,GO:0007188,GO:0031683",KEGG:spu:576911,"GTPase,GTPase_Galpha,GTPase_Galpha"
NW-022145605.1:40413052-40413103,31.84,45.41,22.33,43.8,LOC576030,phospholipid phosphatase 3,43056,51,0.11845039018952062,NW_022145605.1:40411417-40454473,ECB-GENEPAGE-23113935,Sp-Ppap2b|SPU_011127|Phosphatidic acid phosphatase 2b|Phosphatidate phosphohydrolase type 2b|PAP2b|PAP-2b|PAP2-beta|Lipid phosphate phosphohydrolase 3|LOC110987045,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Lipid,Metabolism_Lipid"
NW-022145609.1:12018472-12019195,24.55,20.07,14.48,26.47,LOC587924,2-oxoglutarate and iron dependent oxygenase domain containing 1,14839,723,4.872295976817845,NW_022145609.1:12014066-12028905,ECB-GENEPAGE-23132986,Sp-Ogfod1|SPU_009851|2-oxoglutarate and iron-dependent oxygenase domain containing 1|SPU_023865|LOC587924|prolyl 3-hydroxylase OGFOD1|LOC110987231,curated,n/a,n/a,n/a,n/a
NW-022145611.1:30527009-30527473,40.48,36.51,17.33,49.53,LOC586399,nuclear RNA export factor 1,20035,464,2.315947092587971,NW_022145611.1:30519258-30539293,ECB-GENEPAGE-23152619,Sp-Nxf1_1|Sp-Nxf1|nuclear RNA export factor 1|SPU_020985|SPU_014712|LOC110979242,partially curated,n/a,n/a,n/a,n/a
NW-022145597.1:13622707-13623428,7.51,15.46,5.68,17.44,LOC105446415,uncharacterized LOC105446415,26808,721,2.689495672933453,NW_022145597.1:13621064-13647872,ECB-GENEPAGE-23052197,"ankyrin2,3/unc44-286 |Sp-Unc44_286|SPU_000500|SPU_001011|SPU_008460",partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:3828742-3829449,44.47,48.72,15.67,29.0,LOC580024,laminin subunit gamma-1,12337,707,5.730728702277702,NW_022145610.1:3824968-3837305,ECB-GENEPAGE-23139207,Sp-Lamg1f_1|SPU_026322,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMLaminin,Adhesion_ECMLaminin"
NW-022145614.1:24904711-24904743,43.62,52.62,20.84,55.19,LOC578526,AFG3 like matrix AAA peptidase subunit 2,15129,32,0.21151431026505385,NW_022145614.1:24900920-24916049,ECB-GENEPAGE-23186438,LOC578526|Sp-Afg3l2|ATP-dependent Zn protease|AFG3 ATPase family gene 3-like 2|Sp-Afg3L|SPU_024489|SPU_010966|AFG3-like protein 2|LOC110981305,curated,n/a,n/a,n/a,"Metalloprotease,Metalloprotease,Metalloprotease"
