ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23153419	ECB-GENE-23153420	LOC577482	KEGG:spu:577482
ECB-GENEPAGE-23153434	ECB-GENE-23153435	LOC100888731	KEGG:spu:100888731
ECB-GENEPAGE-23153584	ECB-GENE-23153585	LOC575766	KEGG:spu:575766
ECB-GENEPAGE-23153590	ECB-GENE-23153591	gpatch11	KEGG:spu:575698
ECB-GENEPAGE-23153645	ECB-GENE-23153646	slc25a29	KEGG:spu:585283
ECB-GENEPAGE-23153651	ECB-GENE-23153652	yy1	KEGG:spu:585260
ECB-GENEPAGE-23153657	ECB-GENE-23153658	adcy10	KEGG:spu:574069
ECB-GENEPAGE-23153719	ECB-GENE-23153720	foxg1	KEGG:spu:583688
ECB-GENEPAGE-23153739	ECB-GENE-23153740	LOC753509	KEGG:spu:753509
ECB-GENEPAGE-23153769	ECB-GENE-23153770	LOC588202	KEGG:spu:588202
ECB-GENEPAGE-23153840	ECB-GENE-23153841	dll1	KEGG:spu:373299
ECB-GENEPAGE-23153850	ECB-GENE-23153851	chac1	KEGG:spu:584671
ECB-GENEPAGE-23153909	ECB-GENE-23153910	otub1	KEGG:spu:586627
ECB-GENEPAGE-23153915	ECB-GENE-23153916	LOC100891959	KEGG:spu:100891959
ECB-GENEPAGE-23153931	ECB-GENE-23153932	LOC756105	KEGG:spu:756105
ECB-GENEPAGE-23154025	ECB-GENE-23154026	LOC100890184	KEGG:spu:100890184
ECB-GENEPAGE-23154079	ECB-GENE-23154080	LOC582966	KEGG:spu:582966
ECB-GENEPAGE-23154090	ECB-GENE-23154091	LOC582991	KEGG:spu:582991
ECB-GENEPAGE-23154130	ECB-GENE-23154131	LOC754063	KEGG:spu:754063
ECB-GENEPAGE-23154139	ECB-GENE-23154140	LOC589095	KEGG:spu:589095
ECB-GENEPAGE-23154145	ECB-GENE-23154146	LOC579110	KEGG:spu:579110
ECB-GENEPAGE-23154268	ECB-GENE-23154269	univin	KEGG:spu:373488
ECB-GENEPAGE-23154277	ECB-GENE-23154278	bmp2	KEGG:spu:373196
ECB-GENEPAGE-23154322	ECB-GENE-23154323	LOC581208	KEGG:spu:581208
ECB-GENEPAGE-23154328	ECB-GENE-23154329	LOC752610	KEGG:spu:752610
ECB-GENEPAGE-23154352	ECB-GENE-23154353	LOC581491	KEGG:spu:581491
ECB-GENEPAGE-23154486	ECB-GENE-23154487	GCF1	KEGG:spu:373536
ECB-GENEPAGE-23154683	ECB-GENE-23154684	LOC100893736	KEGG:spu:100893736
ECB-GENEPAGE-23154734	ECB-GENE-23154735	LOC592762	KEGG:spu:592762
ECB-GENEPAGE-23154758	ECB-GENE-23154759	LOC586836	KEGG:spu:586836
ECB-GENEPAGE-23154782	ECB-GENE-23154783	LOC373373	KEGG:spu:373373
ECB-GENEPAGE-23154864	ECB-GENE-23154865	LOC578672	KEGG:spu:578672
ECB-GENEPAGE-23154968	ECB-GENE-23154969	LOC105437175	KEGG:spu:105437175
ECB-GENEPAGE-23155258	ECB-GENE-23155259	gatm	KEGG:spu:581473
ECB-GENEPAGE-23155419	ECB-GENE-23155420	LOC585244	KEGG:spu:585244
ECB-GENEPAGE-23155455	ECB-GENE-23155456	wdr74	KEGG:spu:587044
ECB-GENEPAGE-23155574	ECB-GENE-23155575	LOC575887	KEGG:spu:575887
ECB-GENEPAGE-23155595	ECB-GENE-23155596	LOC100890212	KEGG:spu:100890212
ECB-GENEPAGE-23155600	ECB-GENE-23155601	LOC587766	KEGG:spu:587766
ECB-GENEPAGE-23155741	ECB-GENE-23155742	tmed10	KEGG:spu:586833
ECB-GENEPAGE-23155814	ECB-GENE-23155815	LOC592207	KEGG:spu:592207
ECB-GENEPAGE-23155823	ECB-GENE-23155824	LOC100888354	KEGG:spu:100888354
ECB-GENEPAGE-23155829	ECB-GENE-23155830	ntpcr	KEGG:spu:592174
ECB-GENEPAGE-23155836	ECB-GENE-23155837	ppp5c	KEGG:spu:592155
ECB-GENEPAGE-23155865	ECB-GENE-23155866	LOC581180	KEGG:spu:581180
ECB-GENEPAGE-23155964	ECB-GENE-23155965	LOC577744	KEGG:spu:577744
ECB-GENEPAGE-23155981	ECB-GENE-23155982	LOC581938	KEGG:spu:581938
ECB-GENEPAGE-23156055	ECB-GENE-23156056	LOC100893188	KEGG:spu:100893188
ECB-GENEPAGE-23156096	ECB-GENE-23156097	golga5	KEGG:spu:580591
ECB-GENEPAGE-23156102	ECB-GENE-23156103	LOC580525	KEGG:spu:580525
ECB-GENEPAGE-23156313	ECB-GENE-23156314	smad2	KEGG:spu:577345
ECB-GENEPAGE-23156344	ECB-GENE-23156345	yod1	KEGG:spu:580188
ECB-GENEPAGE-23156356	ECB-GENE-23156357	LOC577037	KEGG:spu:577037
ECB-GENEPAGE-23156362	ECB-GENE-23156363	LOC580068	KEGG:spu:580068
ECB-GENEPAGE-23156439	ECB-GENE-23156440	LOC100893986	KEGG:spu:100893986
ECB-GENEPAGE-23156697	ECB-GENE-23156698	LOC577941	KEGG:spu:577941
ECB-GENEPAGE-23156780	ECB-GENE-23156781	klhl18	KEGG:spu:578471
ECB-GENEPAGE-23156802	ECB-GENE-23156803	pctp	KEGG:spu:578647
ECB-GENEPAGE-23156864	ECB-GENE-23156865	mtx2	KEGG:spu:592456
ECB-GENEPAGE-23156888	ECB-GENE-23156889	nfe2l	KEGG:spu:574577
ECB-GENEPAGE-23156935	ECB-GENE-23156936	LOC577649	KEGG:spu:577649
ECB-GENEPAGE-23157003	ECB-GENE-23157004	lta4h	KEGG:spu:592555
ECB-GENEPAGE-23157018	ECB-GENE-23157019	nrf1	KEGG:spu:373404
ECB-GENEPAGE-23157034	ECB-GENE-23157035	suox	KEGG:spu:586173
ECB-GENEPAGE-23157050	ECB-GENE-23157051	hh	KEGG:spu:373331
ECB-GENEPAGE-23157105	ECB-GENE-23157106	LOC580966	KEGG:spu:580966
ECB-GENEPAGE-23157122	ECB-GENE-23157123	atp6v1f	KEGG:spu:575822
ECB-GENEPAGE-23157128	ECB-GENE-23157129	LOC100894138	KEGG:spu:100894138
ECB-GENEPAGE-23157187	ECB-GENE-23157188	LOC580635	KEGG:spu:580635
ECB-GENEPAGE-23157199	ECB-GENE-23157200	LOC594039	KEGG:spu:594039
ECB-GENEPAGE-23157217	ECB-GENE-23157218	cul1	KEGG:spu:589630
ECB-GENEPAGE-23157510	ECB-GENE-23157511	dctn6	KEGG:spu:581558
ECB-GENEPAGE-23157608	ECB-GENE-23157609	tdrkh	KEGG:spu:580618
ECB-GENEPAGE-23157653	ECB-GENE-23157654	eif4e3	KEGG:spu:754252
ECB-GENEPAGE-23157683	ECB-GENE-23157684	LOC100893051	KEGG:spu:100893051
ECB-GENEPAGE-23157717	ECB-GENE-23157718	LOC594488	KEGG:spu:594488
ECB-GENEPAGE-23157755	ECB-GENE-23157756	LOC585976	KEGG:spu:585976
ECB-GENEPAGE-23157773	ECB-GENE-23157774	LOC586461	KEGG:spu:586461
ECB-GENEPAGE-23157845	ECB-GENE-23157846	LOC580620	KEGG:spu:580620
ECB-GENEPAGE-23157927	ECB-GENE-23157928	LOC105441642	KEGG:spu:105441642
ECB-GENEPAGE-23157940	ECB-GENE-23157941	hddc3	KEGG:spu:579637
ECB-GENEPAGE-23157946	ECB-GENE-23157947	LOC753057	KEGG:spu:753057
ECB-GENEPAGE-23158006	ECB-GENE-23158007	LOC579307	KEGG:spu:579307
ECB-GENEPAGE-23158012	ECB-GENE-23158013	LOC373234	KEGG:spu:373234
ECB-GENEPAGE-23158036	ECB-GENE-23158037	gnaq	KEGG:spu:404200
ECB-GENEPAGE-23158108	ECB-GENE-23158109	LOC764873	KEGG:spu:764873
ECB-GENEPAGE-23158175	ECB-GENE-23158176	LOC590877	KEGG:spu:590877
ECB-GENEPAGE-23158179	ECB-GENE-23158180	LOC590831	KEGG:spu:590831
ECB-GENEPAGE-23158299	ECB-GENE-23158300	LOC578214	KEGG:spu:578214
ECB-GENEPAGE-23158321	ECB-GENE-23158322	LOC100888259	KEGG:spu:100888259
ECB-GENEPAGE-23158564	ECB-GENE-23158565	LOC576910	KEGG:spu:576910
ECB-GENEPAGE-23158608	ECB-GENE-23158609	LOC591159	KEGG:spu:591159
ECB-GENEPAGE-23158640	ECB-GENE-23158641	LOC574707	KEGG:spu:574707
ECB-GENEPAGE-23158663	ECB-GENE-23158664	LOC574908	KEGG:spu:574908
ECB-GENEPAGE-23158726	ECB-GENE-23158727	LOC579956	KEGG:spu:579956
ECB-GENEPAGE-23158935	ECB-GENE-23158936	LOC576238	KEGG:spu:576238
ECB-GENEPAGE-23158991	ECB-GENE-23158992	cct5	KEGG:spu:575808
ECB-GENEPAGE-23159000	ECB-GENE-23159001	LOC577613	KEGG:spu:577613
ECB-GENEPAGE-23159021	ECB-GENE-23159022	LOC590623	KEGG:spu:590623
ECB-GENEPAGE-23159214	ECB-GENE-23159215	LOC100893976	KEGG:spu:100893976
ECB-GENEPAGE-23159235	ECB-GENE-23159236	gata3	KEGG:spu:373316
ECB-GENEPAGE-23159257	ECB-GENE-23159258	LOC592405	KEGG:spu:592405
ECB-GENEPAGE-23159310	ECB-GENE-23159311	cerk	KEGG:spu:593404
ECB-GENEPAGE-23159377	ECB-GENE-23159378	LOC105443757	KEGG:spu:105443757,KEGG:spu:105446703
ECB-GENEPAGE-23159388	ECB-GENE-23159389	LOC757182	KEGG:spu:757182
ECB-GENEPAGE-23159485	ECB-GENE-23159486	LOC754101	KEGG:spu:754101
ECB-GENEPAGE-23159489	ECB-GENE-23159490	LOC105446703	KEGG:spu:105443757,KEGG:spu:105446703
ECB-GENEPAGE-23159612	ECB-GENE-23159613	LOC100893973	KEGG:spu:100893973
ECB-GENEPAGE-23159643	ECB-GENE-23159644	LOC100894058	KEGG:spu:100894058
ECB-GENEPAGE-23159680	ECB-GENE-23159681	LOC105447343	KEGG:spu:105447343
ECB-GENEPAGE-23159713	ECB-GENE-23159714	metap2	KEGG:spu:578258
ECB-GENEPAGE-23159735	ECB-GENE-23159736	atp5f1c	KEGG:spu:579085
ECB-GENEPAGE-23159778	ECB-GENE-23159779	ruvbl1	KEGG:spu:577255
ECB-GENEPAGE-23159784	ECB-GENE-23159785	LOC577313	KEGG:spu:577313
ECB-GENEPAGE-23159816	ECB-GENE-23159817	nr2c2	KEGG:spu:373398
ECB-GENEPAGE-23159836	ECB-GENE-23159837	LOC577753	KEGG:spu:577753
ECB-GENEPAGE-23159842	ECB-GENE-23159843	atp23	KEGG:spu:577822
ECB-GENEPAGE-23159913	ECB-GENE-23159914	LOC594794	KEGG:spu:594794
ECB-GENEPAGE-23160101	ECB-GENE-23160102	LOC580091	KEGG:spu:580091
ECB-GENEPAGE-23160121	ECB-GENE-23160122	ebp	KEGG:spu:589723
ECB-GENEPAGE-23160184	ECB-GENE-23160185	LOC580655	KEGG:spu:580655
ECB-GENEPAGE-23160298	ECB-GENE-23160299	LOC581837	KEGG:spu:581837
ECB-GENEPAGE-23160343	ECB-GENE-23160344	LOC105444661	KEGG:spu:105444661
ECB-GENEPAGE-23160404	ECB-GENE-23160405	LOC578387	KEGG:spu:578387
ECB-GENEPAGE-23160448	ECB-GENE-23160449	LOC576891	KEGG:spu:576891
ECB-GENEPAGE-23160456	ECB-GENE-23160457	lhfpl2	KEGG:spu:576833
ECB-GENEPAGE-23160462	ECB-GENE-23160463	selenbp1	KEGG:spu:582523
ECB-GENEPAGE-23160743	ECB-GENE-23160744	LOC578794	KEGG:spu:578794
ECB-GENEPAGE-23160789	ECB-GENE-23160790	LOC582113	KEGG:spu:582113
ECB-GENEPAGE-23160797	ECB-GENE-23160798	LOC582076	KEGG:spu:582076
ECB-GENEPAGE-23160880	ECB-GENE-23160881	chmp5	KEGG:spu:581581
ECB-GENEPAGE-23160908	ECB-GENE-23160909	LOC581359	KEGG:spu:581359
ECB-GENEPAGE-23160916	ECB-GENE-23160917	txnl1	KEGG:spu:581305
ECB-GENEPAGE-23161034	ECB-GENE-23161035	LOC582397	KEGG:spu:582397
ECB-GENEPAGE-23161049	ECB-GENE-23161050	LOC582326	KEGG:spu:582326
ECB-GENEPAGE-23161173	ECB-GENE-23161174	rab11	KEGG:spu:373420
ECB-GENEPAGE-23161204	ECB-GENE-23161205	sia7	KEGG:spu:583563
ECB-GENEPAGE-23161233	ECB-GENE-23161234	LOC576276	KEGG:spu:576276
ECB-GENEPAGE-23161238	ECB-GENE-23161239	LOC576208	KEGG:spu:576208
ECB-GENEPAGE-23161332	ECB-GENE-23161333	LOC762961	KEGG:spu:762961
ECB-GENEPAGE-23161550	ECB-GENE-23161551	LOC581552	KEGG:spu:581552
ECB-GENEPAGE-23161580	ECB-GENE-23161581	kif23	KEGG:spu:373240
ECB-GENEPAGE-23161606	ECB-GENE-23161607	mns1	KEGG:spu:590467
ECB-GENEPAGE-23161612	ECB-GENE-23161613	psmb4	KEGG:spu:590445
ECB-GENEPAGE-23161625	ECB-GENE-23161626	gnai1	KEGG:spu:414054
ECB-GENEPAGE-23161704	ECB-GENE-23161705	slc25a20	KEGG:spu:582417
ECB-GENEPAGE-23161710	ECB-GENE-23161711	LOC591789	KEGG:spu:591789
ECB-GENEPAGE-23161804	ECB-GENE-23161805	ABCC9a	KEGG:spu:594397
ECB-GENEPAGE-23161910	ECB-GENE-23161911	LOC577624	KEGG:spu:577624
ECB-GENEPAGE-23161924	ECB-GENE-23161925	LOC577498	KEGG:spu:577498
ECB-GENEPAGE-23161998	ECB-GENE-23161999	LOC592912	KEGG:spu:592912
ECB-GENEPAGE-23162026	ECB-GENE-23162027	LOC576218	KEGG:spu:576218
ECB-GENEPAGE-23162067	ECB-GENE-23162068	LOC576426	KEGG:spu:576426
ECB-GENEPAGE-23162079	ECB-GENE-23162080	LOC575871	KEGG:spu:575871
ECB-GENEPAGE-23162159	ECB-GENE-23162160	LOC577928	KEGG:spu:577928
ECB-GENEPAGE-23162203	ECB-GENE-23162204	rab7a	KEGG:spu:373422
ECB-GENEPAGE-23162234	ECB-GENE-23162235	LOC590968	KEGG:spu:590968
ECB-GENEPAGE-23162300	ECB-GENE-23162301	LOC578221	KEGG:spu:578221
ECB-GENEPAGE-23162344	ECB-GENE-23162345	LOC577279	KEGG:spu:577279
ECB-GENEPAGE-23162491	ECB-GENE-23162492	LOC577145	KEGG:spu:577145
ECB-GENEPAGE-23162589	ECB-GENE-23162590	LOC579939	KEGG:spu:579939
ECB-GENEPAGE-23162877	ECB-GENE-23162878	LOC588907	KEGG:spu:588907
ECB-GENEPAGE-23163137	ECB-GENE-23163138	LOC588017	KEGG:spu:588017
ECB-GENEPAGE-23163151	ECB-GENE-23163152	LOC594110	KEGG:spu:594110
ECB-GENEPAGE-23163238	ECB-GENE-23163239	ankrd16	KEGG:spu:100888817
ECB-GENEPAGE-23163319	ECB-GENE-23163320	LOC100891474	KEGG:spu:100891474
ECB-GENEPAGE-23163541	ECB-GENE-23163542	cdk6	KEGG:spu:373289
ECB-GENEPAGE-23163573	ECB-GENE-23163574	LOC576889	KEGG:spu:576889
ECB-GENEPAGE-23163643	ECB-GENE-23163644	h2b.1	KEGG:spu:373323
ECB-GENEPAGE-23163652	ECB-GENE-23163653	LOC582147	KEGG:spu:582147
ECB-GENEPAGE-23163825	ECB-GENE-23163826	LOC584144	KEGG:spu:584144
ECB-GENEPAGE-23163905	ECB-GENE-23163906	LOC575081	KEGG:spu:575081
ECB-GENEPAGE-23163954	ECB-GENE-23163955	LOC100891312	KEGG:spu:100891312
ECB-GENEPAGE-23164020	ECB-GENE-23164021	LOC587107	KEGG:spu:587107
ECB-GENEPAGE-23164032	ECB-GENE-23164033	LOC579752	KEGG:spu:579752
ECB-GENEPAGE-23164164	ECB-GENE-23164165	LOC100892183	KEGG:spu:100892183
ECB-GENEPAGE-23164278	ECB-GENE-23164279	LOC100888948	KEGG:spu:100888948
ECB-GENEPAGE-23164424	ECB-GENE-23164425	LOC589309	KEGG:spu:589309
ECB-GENEPAGE-23164471	ECB-GENE-23164472	LOC585718	KEGG:spu:585718
ECB-GENEPAGE-23164678	ECB-GENE-23164679	LOC100890917	KEGG:spu:100890917
ECB-GENEPAGE-23164696	ECB-GENE-23164697	LOC588496	KEGG:spu:588496
ECB-GENEPAGE-23164983	ECB-GENE-23164984	fah	KEGG:spu:582493
ECB-GENEPAGE-23164995	ECB-GENE-23164996	LOC753851	KEGG:spu:753851
ECB-GENEPAGE-23165037	ECB-GENE-23165038	rab8	KEGG:spu:373318
ECB-GENEPAGE-23165198	ECB-GENE-23165199	znf420l1	KEGG:spu:100890848
ECB-GENEPAGE-23165229	ECB-GENE-23165230	LOC753915	KEGG:spu:753915
ECB-GENEPAGE-23165333	ECB-GENE-23165334	rab29	KEGG:spu:581402
ECB-GENEPAGE-23165647	ECB-GENE-23165648	stimate	KEGG:spu:583545
ECB-GENEPAGE-23165671	ECB-GENE-23165672	LOC586818	KEGG:spu:586818
ECB-GENEPAGE-23165712	ECB-GENE-23165713	col2a1	KEGG:spu:373267
ECB-GENEPAGE-23165729	ECB-GENE-23165730	col1a2	KEGG:spu:373268
ECB-GENEPAGE-23165821	ECB-GENE-23165822	hoxal	KEGG:spu:373356
ECB-GENEPAGE-23165852	ECB-GENE-23165853	Hbox7	KEGG:spu:373462
ECB-GENEPAGE-23165890	ECB-GENE-23165891	evxl	KEGG:spu:373529
ECB-GENEPAGE-23165920	ECB-GENE-23165921	LOC576917	KEGG:spu:576917
ECB-GENEPAGE-23165939	ECB-GENE-23165940	LOC582727	KEGG:spu:582727
ECB-GENEPAGE-23166196	ECB-GENE-23166197	ppil1	KEGG:spu:575873
ECB-GENEPAGE-23166210	ECB-GENE-23166211	cebpa	KEGG:spu:373280
ECB-GENEPAGE-23166219	ECB-GENE-23166220	LOC586966	KEGG:spu:586966
ECB-GENEPAGE-23166231	ECB-GENE-23166232	LOC584316	KEGG:spu:584316
ECB-GENEPAGE-23166341	ECB-GENE-23166342	LOC587933	KEGG:spu:587933
ECB-GENEPAGE-23166363	ECB-GENE-23166364	LOC593799	KEGG:spu:593799
ECB-GENEPAGE-23166409	ECB-GENE-23166410	trmt10c	KEGG:spu:594694
ECB-GENEPAGE-23166480	ECB-GENE-23166481	gatad1	KEGG:spu:591657
ECB-GENEPAGE-23166501	ECB-GENE-23166502	LOC591552	KEGG:spu:591552
ECB-GENEPAGE-23166507	ECB-GENE-23166508	zcrb1	KEGG:spu:591569
ECB-GENEPAGE-23166537	ECB-GENE-23166538	LOC588637	KEGG:spu:588637
ECB-GENEPAGE-23166646	ECB-GENE-23166647	pkd1l2c	KEGG:spu:373507
ECB-GENEPAGE-23166726	ECB-GENE-23166727	LOC584899	KEGG:spu:584899
ECB-GENEPAGE-23166742	ECB-GENE-23166743	c9orf64	KEGG:spu:584962
ECB-GENEPAGE-23166822	ECB-GENE-23166823	LOC100889387	KEGG:spu:100889387
ECB-GENEPAGE-23166915	ECB-GENE-23166916	ckm	KEGG:spu:373287
ECB-GENEPAGE-23166930	ECB-GENE-23166931	LOC580806	KEGG:spu:580806
ECB-GENEPAGE-23166959	ECB-GENE-23166960	LOC591078	KEGG:spu:591078
ECB-GENEPAGE-23167077	ECB-GENE-23167078	LOC583352	KEGG:spu:583352
ECB-GENEPAGE-23167255	ECB-GENE-23167256	LOC578241	KEGG:spu:578241
ECB-GENEPAGE-23167305	ECB-GENE-23167306	LOC581750	KEGG:spu:581750
ECB-GENEPAGE-23167358	ECB-GENE-23167359	LOC579906	KEGG:spu:579906
ECB-GENEPAGE-23167722	ECB-GENE-23167723	parp3	KEGG:spu:579954
ECB-GENEPAGE-23167728	ECB-GENE-23167729	LOC580076	KEGG:spu:580076
ECB-GENEPAGE-23167780	ECB-GENE-23167781	LOC579650	KEGG:spu:579650
ECB-GENEPAGE-23167802	ECB-GENE-23167803	ribc2	KEGG:spu:586351
ECB-GENEPAGE-23167965	ECB-GENE-23167966	ndufa12	KEGG:spu:581375
ECB-GENEPAGE-23167986	ECB-GENE-23167987	LOC590611	KEGG:spu:590611
ECB-GENEPAGE-23167996	ECB-GENE-23167997	PMCA	KEGG:spu:580345
ECB-GENEPAGE-23168026	ECB-GENE-23168027	LOC105443655	KEGG:spu:105443655
ECB-GENEPAGE-23168086	ECB-GENE-23168087	LOC581003	KEGG:spu:581003
ECB-GENEPAGE-23168153	ECB-GENE-23168154	hsd17b10	KEGG:spu:579135
ECB-GENEPAGE-23168233	ECB-GENE-23168234	LOC100893970	KEGG:spu:100893970
ECB-GENEPAGE-23168263	ECB-GENE-23168264	LOC574549	KEGG:spu:574549
ECB-GENEPAGE-23168388	ECB-GENE-23168389	LOC584256	KEGG:spu:584256
ECB-GENEPAGE-23168437	ECB-GENE-23168438	LOC105442147	KEGG:spu:105442147
ECB-GENEPAGE-23168496	ECB-GENE-23168497	dus4l	KEGG:spu:581098
ECB-GENEPAGE-23168502	ECB-GENE-23168503	lsm3	KEGG:spu:581166
ECB-GENEPAGE-23168548	ECB-GENE-23168549	LOC579929	KEGG:spu:579929
ECB-GENEPAGE-23168568	ECB-GENE-23168569	klf15	KEGG:spu:100889794
ECB-GENEPAGE-23168642	ECB-GENE-23168643	LOC576207	KEGG:spu:576207
ECB-GENEPAGE-23168809	ECB-GENE-23168810	LOC589390	KEGG:spu:589390
ECB-GENEPAGE-23168896	ECB-GENE-23168897	LOC373288	KEGG:spu:373288
ECB-GENEPAGE-23169000	ECB-GENE-23169001	LOC576715	KEGG:spu:576715
ECB-GENEPAGE-23169022	ECB-GENE-23169023	LOC576984	KEGG:spu:576984
ECB-GENEPAGE-23169028	ECB-GENE-23169029	LOC577046	KEGG:spu:577046
ECB-GENEPAGE-23169039	ECB-GENE-23169040	LOC577166	KEGG:spu:577166
ECB-GENEPAGE-23169081	ECB-GENE-23169082	LOC752214	KEGG:spu:752214
ECB-GENEPAGE-23169165	ECB-GENE-23169166	LOC575732	KEGG:spu:575732
ECB-GENEPAGE-23169232	ECB-GENE-23169233	LOC588664	KEGG:spu:588664
ECB-GENEPAGE-23169249	ECB-GENE-23169250	en1	KEGG:spu:590038
ECB-GENEPAGE-23169297	ECB-GENE-23169298	LOC754964	KEGG:spu:754964
ECB-GENEPAGE-23169313	ECB-GENE-23169314	CVp18	KEGG:spu:373204
ECB-GENEPAGE-23169361	ECB-GENE-23169362	LOC100894023	KEGG:spu:100894023
ECB-GENEPAGE-23169533	ECB-GENE-23169534	elk1	KEGG:spu:373486
ECB-GENEPAGE-23169544	ECB-GENE-23169545	adarb1	KEGG:spu:576431
ECB-GENEPAGE-23169556	ECB-GENE-23169557	LOC575335	KEGG:spu:575335
ECB-GENEPAGE-23169647	ECB-GENE-23169648	LOC587630	KEGG:spu:587630
ECB-GENEPAGE-23169811	ECB-GENE-23169812	LOC105438198	KEGG:spu:105438198
ECB-GENEPAGE-23169815	ECB-GENE-23169816	LOC100890459	KEGG:spu:100890459
ECB-GENEPAGE-23169820	ECB-GENE-23169821	LOC100890319	KEGG:spu:100890319
ECB-GENEPAGE-23169826	ECB-GENE-23169827	LOC577730	KEGG:spu:577730
ECB-GENEPAGE-23169860	ECB-GENE-23169861	dlxl	KEGG:spu:577423
ECB-GENEPAGE-23169883	ECB-GENE-23169884	sfe1	KEGG:spu:587606
ECB-GENEPAGE-23169980	ECB-GENE-23169981	LOC577926	KEGG:spu:577926
ECB-GENEPAGE-23170001	ECB-GENE-23170002	LOC575203	KEGG:spu:575203
ECB-GENEPAGE-23170039	ECB-GENE-23170040	LOC100888815	KEGG:spu:100888815
ECB-GENEPAGE-23170045	ECB-GENE-23170046	LOC100891108	KEGG:spu:100891108
ECB-GENEPAGE-23170056	ECB-GENE-23170057	rpl4	KEGG:spu:578192
ECB-GENEPAGE-23170212	ECB-GENE-23170213	LOC582121	KEGG:spu:582121
ECB-GENEPAGE-23170330	ECB-GENE-23170331	LOC583776	KEGG:spu:583776
ECB-GENEPAGE-23170411	ECB-GENE-23170412	LOC100889219	KEGG:spu:100889219
ECB-GENEPAGE-23170525	ECB-GENE-23170526	LOC577608	KEGG:spu:577608
ECB-GENEPAGE-23170594	ECB-GENE-23170595	LOC100889149	KEGG:spu:100889149
ECB-GENEPAGE-23170614	ECB-GENE-23170615	LOC575130	KEGG:spu:575130
ECB-GENEPAGE-23170665	ECB-GENE-23170666	LOC575539	KEGG:spu:575539
ECB-GENEPAGE-23170695	ECB-GENE-23170696	LOC100893350	KEGG:spu:100893350
ECB-GENEPAGE-23170718	ECB-GENE-23170719	LOC577665	KEGG:spu:577665
ECB-GENEPAGE-23170872	ECB-GENE-23170873	dstyk	KEGG:spu:581730
ECB-GENEPAGE-23170882	ECB-GENE-23170883	LOC580381	KEGG:spu:580381
ECB-GENEPAGE-23170994	ECB-GENE-23170995	LOC100893847	KEGG:spu:100893847
ECB-GENEPAGE-23171057	ECB-GENE-23171058	LOC586179	KEGG:spu:586179
ECB-GENEPAGE-23171088	ECB-GENE-23171089	mrps25	KEGG:spu:590707
ECB-GENEPAGE-23171098	ECB-GENE-23171099	bmt2	KEGG:spu:580476
ECB-GENEPAGE-23171398	ECB-GENE-23171399	LOC580151	KEGG:spu:580151
ECB-GENEPAGE-23171416	ECB-GENE-23171417	LOC583300	KEGG:spu:583300
ECB-GENEPAGE-23171425	ECB-GENE-23171426	LOC100892995	KEGG:spu:100892995
ECB-GENEPAGE-23171692	ECB-GENE-23171693	LOC580692	KEGG:spu:580692
ECB-GENEPAGE-23171715	ECB-GENE-23171716	LOC577852	KEGG:spu:577852
ECB-GENEPAGE-23171723	ECB-GENE-23171724	slc25a32	KEGG:spu:577787
ECB-GENEPAGE-23171729	ECB-GENE-23171730	gata6	KEGG:spu:408052
ECB-GENEPAGE-23171839	ECB-GENE-23171840	gorasp2	KEGG:spu:577416
ECB-GENEPAGE-23171930	ECB-GENE-23171931	LOC580460	KEGG:spu:580460
ECB-GENEPAGE-23171985	ECB-GENE-23171986	LOC100891179	KEGG:spu:100891179
ECB-GENEPAGE-23171990	ECB-GENE-23171991	LOC582887	KEGG:spu:582887
ECB-GENEPAGE-23172090	ECB-GENE-23172091	LOC586851	KEGG:spu:586851
ECB-GENEPAGE-23172127	ECB-GENE-23172128	LOC100893741	KEGG:spu:100893741
ECB-GENEPAGE-23172140	ECB-GENE-23172141	LOC100891079	KEGG:spu:100891079
ECB-GENEPAGE-23172229	ECB-GENE-23172230	fzd5	KEGG:spu:582578
ECB-GENEPAGE-23172275	ECB-GENE-23172276	LOC593493	KEGG:spu:593493
ECB-GENEPAGE-23172281	ECB-GENE-23172282	LOC100891457	KEGG:spu:100891457
ECB-GENEPAGE-23172378	ECB-GENE-23172379	LOC752427	KEGG:spu:752427
ECB-GENEPAGE-23172606	ECB-GENE-23172607	LOC105445033	KEGG:spu:105445033
ECB-GENEPAGE-23172696	ECB-GENE-23172697	PDE1	KEGG:spu:576425
ECB-GENEPAGE-23172724	ECB-GENE-23172725	erp44	KEGG:spu:587099
ECB-GENEPAGE-23172981	ECB-GENE-23172982	LOC581084	KEGG:spu:581084
ECB-GENEPAGE-23173049	ECB-GENE-23173050	LOC576859	KEGG:spu:576859
ECB-GENEPAGE-23173091	ECB-GENE-23173092	LOC588385	KEGG:spu:588385
ECB-GENEPAGE-23173130	ECB-GENE-23173131	dvr1	KEGG:spu:373534
ECB-GENEPAGE-23173368	ECB-GENE-23173369	dd185	KEGG:spu:373217
ECB-GENEPAGE-23173485	ECB-GENE-23173486	LOC753087	KEGG:spu:753087
ECB-GENEPAGE-23173679	ECB-GENE-23173680	LOC100890500	KEGG:spu:100890500
